feature,slice,state,n_bin0,n_bin9,mean_pnl_R_bin0,mean_pnl_R_bin9,delta_mean_pnl_R,time_rate_bin0,time_rate_bin9,delta_time_rate,mean_pnl_R_not_time_bin0,mean_pnl_R_not_time_bin9,delta_mean_pnl_R_not_time,spearman_pnl_R,spearman_time_rate,rank_abs_delta_pnl,rank_pnl_minus_time
eth_macd_hist_slope_4h,S5_btcRisk_x_regimeUp,5,248,335,0.4829687271862319,0.7509373403732056,0.2679686131869737,0.34274193548387094,0.21791044776119403,-0.12483148772267691,0.2350352246264368,0.6705559023876251,0.4355206777611883,0.03571428571428572,-0.6785714285714287,0.2679686131869737,0.33038435704831215
days_since_prev_break,S1_regime_code_1d,3,612,432,-0.02954504807126666,-0.2969336163893705,-0.2673885683181038,0.12745098039215685,0.17592592592592593,0.048474945533769076,-0.1648127985550428,-0.515938696328086,-0.35112589777304315,-0.3714285714285715,0.48571428571428577,0.2673885683181038,-0.29162604108498835
prior_1d_ret,ALL,0,815,815,-0.22322141747517865,0.036349733467580386,0.25957115094275907,0.2184049079754601,0.17914110429447852,-0.03926380368098159,-0.5133631292738308,-0.09833256262048967,0.4150305666533411,0.10303030303030303,0.18787878787878787,0.25957115094275907,0.27920305278324986
asset_rsi_15m,risk_on,0,616,525,-0.1854506320361368,0.06905893354082518,0.25450956557696197,0.26461038961038963,0.13523809523809524,-0.1293722943722944,-0.4709277572735046,-0.08622041676440641,0.3847073405090982,0.8666666666666665,-0.9151515151515152,0.25450956557696197,0.31919571276310915
don_dist_atr,S1_regime_code_1d,3,408,420,-0.014821326511199395,-0.26390985856182647,-0.2490885320506271,0.18382352941176472,0.10476190476190476,-0.07906162464985995,-0.1982653772838177,-0.3634729215056396,-0.16520754422182188,0.1515151515151515,-0.5757575757575757,0.2490885320506271,-0.20955771972569712
funding_z_7d,S1_regime_code_1d,3,369,515,-0.10573816754007806,0.1416812727819854,0.24741944032206345,0.16260162601626016,0.15922330097087378,-0.0033783250453863767,-0.24501283392465786,-0.008534672376070463,0.2364781615485874,-0.016666666666666666,-0.35,0.24741944032206345,0.24910860284475664
asset_macd_hist_1h,ALL,0,815,815,-0.08778985446820954,0.15961374520029684,0.2474035996685064,0.22576687116564417,0.18650306748466258,-0.03926380368098159,-0.37325622619487364,-0.023547678467567765,0.34970854772730586,0.8545454545454544,-0.6606060606060605,0.2474035996685064,0.2670355015089972
eth_macd_hist_slope_1h,S1_regime_code_1d,2,229,283,0.023269440723417637,-0.22124990969452615,-0.2445193504179438,0.27074235807860264,0.1696113074204947,-0.10113105065810793,-0.19523308485020496,-0.3845801062621621,-0.18934702141195714,,,0.2445193504179438,-0.1939538250888898
eth_oi_z_7d,ALL,0,816,814,0.08033535988290744,0.3242749280980548,0.24393956821514737,0.22303921568627452,0.1891891891891892,-0.03385002649708532,-0.1578844868920688,0.15978975774609258,0.3176742446381614,0.10303030303030303,-0.19999999999999998,0.24393956821514737,0.26086458146369
eth_funding_rate,ALL,0,822,814,-0.16335099701058967,0.06342855821984465,0.2267795552304343,0.16423357664233576,0.18673218673218672,0.022498610089850962,-0.35183483742800953,-0.12151420833108734,0.2303206290969222,0.642857142857143,0.1785714285714286,0.2267795552304343,0.2155302501855088
btc_trend_slope,ALL,0,816,811,-0.02603400094987624,0.20033022246085094,0.22636422341072718,0.19607843137254902,0.2281134401972873,0.03203500882473828,-0.215864317393554,-0.015012537955501908,0.20085177943805207,0.8666666666666665,0.22424242424242422,0.22636422341072718,0.21034671899835805
btc_vol_regime_level,ALL,0,826,814,-0.0762429137242591,-0.29759186383732134,-0.22134895011306222,0.14527845036319612,0.16461916461916462,0.019340714255968505,-0.20529334577503303,-0.4996384159852769,-0.2943450702102439,-0.11515151515151514,0.09090909090909088,0.22134895011306222,-0.23101930724104647
