feature,scope,month,mean_bin0,mean_bin9,delta_mean_pnl_R
rv_3d,ALL,2024-06,-1.3354997290500719,-0.38766445979166253,0.9478352692584093
rv_3d,ALL,2024-07,-0.7612257839144332,-0.7722601183625254,-0.011034334448092209
rv_3d,ALL,2024-08,-0.7333796545347253,1.0880947114816542,1.8214743660163795
rv_3d,ALL,2024-09,-0.23855679292422288,0.15749125188087,0.39604804480509287
rv_3d,ALL,2024-10,-0.8848158120934794,-0.14241131465285786,0.7424044974406215
rv_3d,ALL,2024-11,-0.39507730279065,0.0762008818503448,0.4712781846409948
rv_3d,ALL,2024-12,-1.8960553497696333,-0.00599546684828158,1.8900598829213517
rv_3d,ALL,2025-01,-1.564896308004305,0.21356753585102736,1.7784638438553324
rv_3d,ALL,2025-02,-0.2457462789246186,-0.4117818387253836,-0.166035559800765
rv_3d,ALL,2025-03,-0.43354752531108254,-0.34473243700545936,0.08881508830562318
rv_3d,ALL,2025-04,-0.3230736744663556,0.05006084063035007,0.3731345150967057
rv_3d,ALL,2025-05,-1.8929877674125881,-0.14614197695686149,1.7468457904557266
rv_3d,ALL,2025-06,-0.7825770835258353,-0.2440864022237421,0.5384906813020932
rv_3d,ALL,2025-07,1.3498233622604723,-0.07024630947033551,-1.420069671730808
rv_3d,ALL,2025-08,-0.04672964209233618,0.11961638195290863,0.16634602404524482
rv_3d,ALL,2025-09,-0.6419360429566072,0.0943744433918755,0.7363104863484827
rv_3d,ALL,2025-10,0.4346036918388426,0.05136988795712262,-0.38323380388172
rv_3d,ALL,2025-11,-2.7741229008751294,0.21728335458089781,2.991406255456027
vol_mult,ALL,2023-01,-0.2121723131466752,-0.11585174187505237,0.09632057127162283
vol_mult,ALL,2023-02,-1.0268394057791164,-0.22121514857061522,0.8056242572085012
vol_mult,ALL,2023-03,-0.366732171894926,0.5080139554761534,0.8747461273710794
vol_mult,ALL,2023-04,-0.017242205325286062,-0.5335214308116811,-0.516279225486395
vol_mult,ALL,2023-05,2.2715569006372465,-0.7469866882506683,-3.0185435888879146
vol_mult,ALL,2023-06,0.43206718132152,0.29895034224454203,-0.13311683907697797
vol_mult,ALL,2023-07,-0.9726969894634666,-0.38622420491988046,0.5864727845435862
vol_mult,ALL,2023-08,-0.6138705299528318,-0.2615299614030281,0.35234056854980367
vol_mult,ALL,2023-09,-0.03475623846410199,-0.8614090323685647,-0.8266527939044627
vol_mult,ALL,2023-10,-0.1575741532846998,-0.44271869696622657,-0.28514454368152675
vol_mult,ALL,2023-11,-0.3490730510615431,-0.35710072757795835,-0.008027676516415228
vol_mult,ALL,2023-12,0.07747826266966104,-0.1908552793162913,-0.26833354198595233
vol_mult,ALL,2024-01,-0.47182542055698334,-0.31874871638277147,0.15307670417421188
vol_mult,ALL,2024-02,0.030232795184718903,-0.09833919200760377,-0.12857198719232268
vol_mult,ALL,2024-03,0.11359836389031898,0.10949220657688777,-0.004106157313431211
vol_mult,ALL,2024-04,-1.0340682619150299,-0.5416935733454339,0.492374688569596
vol_mult,ALL,2024-05,-0.8096455319096231,-0.28423431500010676,0.5254112169095163
vol_mult,ALL,2024-06,-0.4117113558008351,-1.619314404256943,-1.2076030484561078
vol_mult,ALL,2024-07,-0.5704349591155786,-0.5237862182675284,0.04664874084805026
vol_mult,ALL,2024-08,-0.7775682403523447,0.6390641147046955,1.41663235505704
vol_mult,ALL,2024-09,-0.3013924639060448,-0.36747567484614796,-0.06608321094010317
vol_mult,ALL,2024-10,-0.32691030305580937,-0.4557051045874011,-0.12879480153159173
vol_mult,ALL,2024-11,-0.06594375871037064,-0.22419560496185442,-0.15825184625148378
vol_mult,ALL,2024-12,0.6190262971588268,-0.19991345908928312,-0.81893975624811
vol_mult,ALL,2025-01,-0.3833672932798665,-0.051207044422380395,0.33216024885748613
vol_mult,ALL,2025-02,-1.021019409770614,-0.17783298085400834,0.8431864289166057
vol_mult,ALL,2025-03,0.46974841905368586,-0.6703683084423611,-1.1401167274960469
vol_mult,ALL,2025-04,0.34095079908616144,-0.1099342665595987,-0.45088506564576014
vol_mult,ALL,2025-05,0.08020079604537493,-0.7372662872471728,-0.8174670832925477
vol_mult,ALL,2025-06,-0.10404057505505133,0.16604711589506985,0.2700876909501212
vol_mult,ALL,2025-07,0.1600316875411343,-0.3285328977413937,-0.488564585282528
vol_mult,ALL,2025-08,-1.0340589655903332,-0.20462029771402,0.8294386678763132
vol_mult,ALL,2025-09,-0.42527168872332044,-0.015186666609315348,0.4100850221140051
vol_mult,ALL,2025-10,-0.027870261046661723,0.12660941431395878,0.15447967536062052
vol_mult,ALL,2025-11,-0.9420978066306572,-0.2060415523350947,0.7360562542955625
vol_prob_low_1d,ALL,2023-02,-0.7093962596603403,-0.5477514575553137,0.16164480210502652
vol_prob_low_1d,ALL,2023-03,0.544381976162225,0.97887537051077,0.43449339434854506
vol_prob_low_1d,ALL,2023-04,-1.037894647381134,-0.7698135949507956,0.2680810524303383
vol_prob_low_1d,ALL,2023-05,,-0.10911147528449595,
vol_prob_low_1d,ALL,2023-06,,0.8945107164420166,
